District,Season,CropCategory,Crop,Year,Extent,Production,Crop_Yield,Production_Lag_1Y,Yield_Lag_1Y,Extent_Lag_1Y,Extent_RollMean_3Y,Extent_RollStd_3Y,Season_Maha,District_TargetEnc,Crop_TargetEnc,CropCategory_TargetEnc,Log_Production
Ampara,Yala,Low Country Vegetable,Ash Plantain,2001,251.0,2278.0,9.07569721115538,1540.0,11.726938775510204,99.5,251.0,0.0,0,1034.1355904949448,1527.619326738699,788.4776533204171,7.731492029245684
Ampara,Yala,Low Country Vegetable,Ash Plantain,2002,22.0,196.0,8.909090909090908,2278.0,9.07569721115538,251.0,136.5,161.92745289171938,0,1034.1355904949448,1527.619326738699,788.4776533204171,5.2832037287379885
Ampara,Yala,Low Country Vegetable,Ash Plantain,2003,400.0,3585.0,8.9625,196.0,8.909090909090908,22.0,224.33333333333334,190.40570719737718,0,1034.1355904949448,1527.619326738699,788.4776533204171,8.184792654165078
Ampara,Yala,Low Country Vegetable,Ash Plantain,2004,394.0,3532.0,8.964467005076141,3585.0,8.9625,400.0,272.0,216.527134558235,0,1034.1355904949448,1527.619326738699,788.4776533204171,8.169902647359145
Ampara,Yala,Low Country Vegetable,Ash Plantain,2005,223.0,1964.0,8.807174887892376,3532.0,8.964467005076141,394.0,339.0,100.50373127401788,0,1034.1355904949448,1527.619326738699,788.4776533204171,7.583247524303362
Ampara,Yala,Low Country Vegetable,Ash Plantain,2006,241.0,1590.0,6.597510373443983,1964.0,8.807174887892376,223.0,286.0,93.96275858019496,0,1034.1355904949448,1527.619326738699,788.4776533204171,7.372118028337787
Ampara,Yala,Low Country Vegetable,Ash Plantain,2007,223.0,1546.0,6.932735426008969,1590.0,6.597510373443983,241.0,229.0,10.392304845413264,0,1034.1355904949448,1527.619326738699,788.4776533204171,7.344072850573066
Ampara,Yala,Low Country Vegetable,Ash Plantain,2008,168.0,1522.0,9.05952380952381,1546.0,6.932735426008969,223.0,210.66666666666666,38.03068936179481,0,1034.1355904949448,1527.619326738699,788.4776533204171,7.328437352895162
Ampara,Yala,Low Country Vegetable,Ash Plantain,2009,99.0,1534.0,15.494949494949495,1522.0,9.05952380952381,168.0,163.33333333333334,62.131580805040954,0,1034.1355904949448,1527.619326738699,788.4776533204171,7.336285660021297
Ampara,Yala,Low Country Vegetable,Ash Plantain,2010,573.0,5078.0,8.862129144851657,1534.0,15.494949494949495,99.0,280.0,256.0800656044902,0,1034.1355904949448,1527.619326738699,788.4776533204171,8.532869670801245
Ampara,Yala,Low Country Vegetable,Ash Plantain,2011,100.0,1176.0,11.76,5078.0,8.862129144851657,573.0,257.3333333333333,273.3758097076867,0,1034.1355904949448,1527.619326738699,788.4776533204171,7.0707241072602764
Ampara,Yala,Low Country Vegetable,Ash Plantain,2012,793.0,15188.0,19.152585119798236,1176.0,11.76,100.0,488.6666666666667,354.11344698180176,0,1034.1355904949448,1527.619326738699,788.4776533204171,9.62832676063802
Ampara,Yala,Low Country Vegetable,Ash Plantain,2013,234.0,1962.0,8.384615384615385,15188.0,19.152585119798236,793.0,375.6666666666667,367.5790164486179,0,1034.1355904949448,1527.619326738699,788.4776533204171,7.5822291942764615
Ampara,Yala,Low Country Vegetable,Ash Plantain,2014,72.0,1399.0,19.430555555555557,1962.0,8.384615384615385,234.0,366.3333333333333,378.27811638176127,0,1034.1355904949448,1527.619326738699,788.4776533204171,7.24422751560335
Ampara,Yala,Low Country Vegetable,Ash Plantain,2015,96.0,1326.0,13.8125,1399.0,19.430555555555557,72.0,134.0,87.42997197757758,0,1034.1355904949448,1527.619326738699,788.4776533204171,7.190676034332207
Ampara,Yala,Low Country Vegetable,Ash Plantain,2016,72.0,1887.0,26.208333333333332,1326.0,13.8125,96.0,80.0,13.856406460551261,0,1034.1355904949448,1527.619326738699,788.4776533204171,7.543273346705446
Ampara,Yala,Low Country Vegetable,Ash Plantain,2017,141.0,3570.0,25.319148936170212,1887.0,26.208333333333332,72.0,103.0,35.02855977627406,0,1034.1355904949448,1527.619326738699,788.4776533204171,8.18060094759445
Ampara,Yala,Low Country Vegetable,Ash Plantain,2018,94.0,2320.0,24.680851063829788,3570.0,25.319148936170212,141.0,102.33333333333333,35.24674925909251,0,1034.1355904949448,1527.619326738699,788.4776533204171,7.749753406274437
Ampara,Yala,Low Country Vegetable,Ash Plantain,2019,98.0,1146.0,11.693877551020408,2320.0,24.680851063829788,94.0,111.0,26.05762844159085,0,1034.1355904949448,1527.619326738699,788.4776533204171,7.044905117129371
Ampara,Yala,Low Country Vegetable,Ash Plantain,2020,89.1,1129.1,12.672278338945006,1146.0,11.693877551020408,98.0,93.7,4.4575778176051255,0,1034.1355904949448,1527.619326738699,788.4776533204171,7.030061403366105
Ampara,Yala,Low Country Vegetable,Ash Plantain,2021,58.0,1000.8,17.2551724137931,1129.1,12.672278338945006,89.1,81.7,21.001666600534488,0,1034.1355904949448,1527.619326738699,788.4776533204171,6.909553660923517
Ampara,Yala,Low Country Vegetable,Ash Plantain,2022,66.7,786.1,11.785607196401799,1000.8,17.2551724137931,58.0,71.26666666666667,16.045040770697337,0,1034.1355904949448,1527.619326738699,788.4776533204171,6.668355305148404
Ampara,Yala,Low Country Vegetable,Ash Plantain,2023,73.8,955.7,12.949864498644988,786.1,11.785607196401799,66.7,66.16666666666667,7.913490590968061,0,1034.1355904949448,1527.619326738699,788.4776533204171,6.863489862684122
Ampara,Yala,Low Country Vegetable,Ash Plantain,2024,89.2,939.2,10.52914798206278,955.7,12.949864498644988,73.8,76.56666666666666,11.502318606843554,0,1034.1355904949448,1527.619326738699,788.4776533204171,6.84609261859003
Ampara,Yala,Low Country Vegetable,Ash Plantain,2025,84.9,907.8,10.692579505300353,939.2,10.52914798206278,89.2,82.63333333333334,7.946277954699237,0,1034.1355904949448,1527.619326738699,788.4776533204171,6.8121250479668864
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2001,19.0,177.0,9.31578947368421,233.5,15.294642857142858,15.0,19.0,0.0,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.181783550292085
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2002,30.0,274.0,9.133333333333333,177.0,9.31578947368421,19.0,24.5,7.7781745930520225,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.616771097666572
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2003,27.0,245.0,9.074074074074074,274.0,9.133333333333333,30.0,25.333333333333332,5.686240703077327,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.5053315359323625
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2004,45.0,403.0,8.955555555555556,245.0,9.074074074074074,27.0,34.0,9.643650760992955,1,1034.1355904949448,188.81591510558945,788.4776533204171,6.0014148779611505
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2005,39.0,362.0,9.282051282051283,403.0,8.955555555555556,45.0,37.0,9.16515138991168,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.8944028342648505
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2006,25.0,236.0,9.44,362.0,9.282051282051283,39.0,36.333333333333336,10.26320287889377,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.4680601411351315
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2007,15.0,240.0,16.0,236.0,9.44,25.0,26.333333333333332,12.055427546683418,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.484796933490655
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2008,23.0,222.0,9.652173913043478,240.0,16.0,15.0,21.0,5.291502622129184,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.407171771460119
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2009,22.0,202.0,9.181818181818182,222.0,9.652173913043478,23.0,20.0,4.358898943540677,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.313205979041787
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2010,15.0,252.0,16.8,202.0,9.181818181818182,22.0,20.0,4.358898943540677,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.53338948872752
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2011,28.0,255.0,9.107142857142858,252.0,16.8,15.0,21.666666666666668,6.506407098647713,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.545177444479562
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2012,14.0,213.0,15.214285714285714,255.0,9.107142857142858,28.0,19.0,7.810249675906656,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.365976015021851
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2013,15.0,224.0,14.933333333333334,213.0,15.214285714285714,14.0,19.0,7.810249675906656,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.41610040220442
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2014,16.0,246.0,15.375,224.0,14.933333333333334,15.0,15.0,1.0000000000000107,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.5093883366279774
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2015,4.0,119.0,29.75,246.0,15.375,16.0,11.666666666666666,6.658328118479394,1,1034.1355904949448,188.81591510558945,788.4776533204171,4.787491742782046
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2016,4.0,118.0,29.5,119.0,29.75,4.0,8.0,6.9282032302755105,1,1034.1355904949448,188.81591510558945,788.4776533204171,4.77912349311153
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2017,5.0,109.0,21.8,118.0,29.5,4.0,4.333333333333333,0.5773502691896258,1,1034.1355904949448,188.81591510558945,788.4776533204171,4.700480365792417
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2018,12.0,231.0,19.25,109.0,21.8,5.0,7.0,4.358898943540674,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.44673737166631
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2019,9.0,157.0,17.444444444444443,231.0,19.25,12.0,8.666666666666666,3.5118845842842465,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.062595033026967
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2020,15.0,267.0,17.8,157.0,17.444444444444443,9.0,12.0,3.0000000000000004,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.5909869805108565
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2021,12.2,218.7,17.926229508196723,267.0,17.8,15.0,12.066666666666668,3.0022213997860545,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.392262979390565
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2022,5.1,76.1,14.92156862745098,218.7,17.926229508196723,12.2,10.766666666666666,5.103266927501768,1,1034.1355904949448,188.81591510558945,788.4776533204171,4.345103280569283
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2023,12.9,388.7,30.131782945736433,76.1,14.92156862745098,5.1,10.066666666666666,4.315476026272575,1,1034.1355904949448,188.81591510558945,788.4776533204171,5.965377212344664
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2024,15.0,633.4,42.22666666666667,388.7,30.131782945736433,12.9,11.0,5.21632054229799,1,1034.1355904949448,188.81591510558945,788.4776533204171,6.452679670320638
Ampara,Maha,Low Country Vegetable,Ash Pumpkin,2025,13.7,671.8,49.03649635036496,633.4,42.22666666666667,15.0,13.866666666666665,1.0598742063723092,1,1034.1355904949448,188.81591510558945,788.4776533204171,6.511448108658739
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2001,46.0,410.0,8.91304347826087,73.0,11.364532019704434,5.8,46.0,0.0,0,1034.1355904949448,188.81591510558945,788.4776533204171,6.018593214496234
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2002,5.8,73.0,12.586206896551724,410.0,8.91304347826087,46.0,25.9,28.42569260369921,0,1034.1355904949448,188.81591510558945,788.4776533204171,4.30406509320417
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2003,14.0,61.0,4.357142857142857,73.0,12.586206896551724,5.8,21.933333333333334,21.241782724934676,0,1034.1355904949448,188.81591510558945,788.4776533204171,4.127134385045092
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2004,15.0,73.0,4.866666666666666,61.0,4.357142857142857,14.0,11.6,5.04777178564958,0,1034.1355904949448,188.81591510558945,788.4776533204171,4.30406509320417
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2005,10.0,51.0,5.1,73.0,4.866666666666666,15.0,13.0,2.6457513110645814,0,1034.1355904949448,188.81591510558945,788.4776533204171,3.9512437185814275
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2006,73.0,271.0,3.712328767123288,51.0,5.1,10.0,32.666666666666664,35.019042438840806,0,1034.1355904949448,188.81591510558945,788.4776533204171,5.605802066295998
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2007,84.0,405.0,4.821428571428571,271.0,3.712328767123288,73.0,55.666666666666664,39.92910383834494,0,1034.1355904949448,188.81591510558945,788.4776533204171,6.0063531596017325
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2008,76.0,312.0,4.105263157894737,405.0,4.821428571428571,84.0,77.66666666666667,5.686240703077288,0,1034.1355904949448,188.81591510558945,788.4776533204171,5.746203190540153
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2009,5.8,73.0,12.586206896551724,312.0,4.105263157894737,76.0,55.26666666666667,43.02572873680739,0,1034.1355904949448,188.81591510558945,788.4776533204171,4.30406509320417
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2010,4.0,63.0,15.75,73.0,12.586206896551724,5.8,28.599999999999998,41.059469066221496,0,1034.1355904949448,188.81591510558945,788.4776533204171,4.1588830833596715
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2011,3.0,44.0,14.666666666666666,63.0,15.75,4.0,4.266666666666667,1.4189197769195003,0,1034.1355904949448,188.81591510558945,788.4776533204171,3.8066624897703196
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2012,1.0,13.0,13.0,44.0,14.666666666666666,3.0,2.6666666666666665,1.5275252316519348,0,1034.1355904949448,188.81591510558945,788.4776533204171,2.6390573296152584
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2013,7.0,148.0,21.142857142857142,13.0,13.0,1.0,3.6666666666666665,3.055050463303886,0,1034.1355904949448,188.81591510558945,788.4776533204171,5.003946305945459
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2014,72.0,1399.0,19.430555555555557,148.0,21.142857142857142,7.0,26.666666666666668,39.3742724800514,0,1034.1355904949448,188.81591510558945,788.4776533204171,7.24422751560335
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2015,6.0,171.0,28.5,1399.0,19.430555555555557,72.0,28.333333333333332,37.819747927945436,0,1034.1355904949448,188.81591510558945,788.4776533204171,5.147494476813453
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2016,0.0,73.0,0.0,171.0,28.5,6.0,26.0,39.949968710876355,0,1034.1355904949448,188.81591510558945,788.4776533204171,4.30406509320417
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2017,7.0,71.0,10.142857142857142,73.0,0.0,0.0,4.333333333333333,3.7859388972001824,0,1034.1355904949448,188.81591510558945,788.4776533204171,4.276666119016055
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2018,1.0,5.0,5.0,71.0,10.142857142857142,7.0,2.6666666666666665,3.7859388972001824,0,1034.1355904949448,188.81591510558945,788.4776533204171,1.791759469228055
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2019,2.0,75.0,37.5,5.0,5.0,1.0,3.3333333333333335,3.2145502536643185,0,1034.1355904949448,188.81591510558945,788.4776533204171,4.330733340286331
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2020,0.5,1.8,3.6,75.0,37.5,2.0,1.1666666666666667,0.7637626158259746,0,1034.1355904949448,188.81591510558945,788.4776533204171,1.0296194171811581
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2021,5.8,73.0,12.586206896551724,1.8,3.6,0.5,2.766666666666667,2.7319101986217142,0,1034.1355904949448,188.81591510558945,788.4776533204171,4.30406509320417
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2022,3.3,32.1,9.727272727272728,73.0,12.586206896551724,5.8,3.1999999999999997,2.651414716712571,0,1034.1355904949448,188.81591510558945,788.4776533204171,3.4995332823830174
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2023,4.7,59.3,12.617021276595743,32.1,9.727272727272728,3.3,4.6000000000000005,1.2529964086141678,0,1034.1355904949448,188.81591510558945,788.4776533204171,4.09933210373314
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2024,5.6,395.0,70.53571428571429,59.3,12.617021276595743,4.7,4.533333333333332,1.1590225767142484,0,1034.1355904949448,188.81591510558945,788.4776533204171,5.981414211254481
Ampara,Yala,Low Country Vegetable,Ash Pumpkin,2025,5.6,395.9,70.69642857142857,395.0,70.53571428571429,5.6,5.3,0.5196152422706647,0,1034.1355904949448,188.81591510558945,788.4776533204171,5.983684359789019
Ampara,Maha,Fruits,Avocado,2014,152.0,15.0,0.09868421052631579,6.0,0.5945945945945946,7.4,152.0,0.0,1,1034.1355904949448,886.0837761887709,2876.44873423994,2.772588722239781
Ampara,Maha,Fruits,Avocado,2015,3.0,6.0,2.0,15.0,0.09868421052631579,152.0,77.5,105.35891039679558,1,1034.1355904949448,886.0837761887709,2876.44873423994,1.9459101490553132
Ampara,Maha,Fruits,Avocado,2016,7.4,4.4,0.5945945945945946,6.0,2.0,3.0,54.13333333333333,84.78356759026677,1,1034.1355904949448,886.0837761887709,2876.44873423994,1.6863989535702288
Ampara,Maha,Fruits,Avocado,2017,4.4,6.1,1.3863636363636362,4.4,0.5945945945945946,7.4,4.933333333333334,2.2479620400120863,1,1034.1355904949448,886.0837761887709,2876.44873423994,1.9600947840472698
Ampara,Yala,Fruits,Avocado,2014,15.0,152.0,10.133333333333333,5.0,1.6666666666666667,7.6,15.0,0.0,0,1034.1355904949448,886.0837761887709,2876.44873423994,5.030437921392435
Ampara,Yala,Fruits,Avocado,2015,3.0,5.0,1.6666666666666667,152.0,10.133333333333333,15.0,9.0,8.48528137423857,0,1034.1355904949448,886.0837761887709,2876.44873423994,1.791759469228055
Ampara,Yala,Fruits,Avocado,2016,7.6,3.2,0.4210526315789474,5.0,1.6666666666666667,3.0,8.533333333333333,6.05419964432404,0,1034.1355904949448,886.0837761887709,2876.44873423994,1.4350845252893227
Ampara,Yala,Fruits,Avocado,2017,3.4,11.7,3.441176470588235,3.2,0.4210526315789474,7.6,4.666666666666667,2.5482019804821863,0,1034.1355904949448,886.0837761887709,2876.44873423994,2.5416019934645457
